date,subject,speaker,party,text
8 februari 2024,Staat van de Volkshuisvesting,De voorzitter,,En dus
8 februari 2024,Staat van de Volkshuisvesting,De Jonge,,Laat ik het oordeel aan de Kamer
8 februari 2024,Staat van de Volkshuisvesting,De voorzitter,,Heel goed
8 februari 2024,Staat van de Volkshuisvesting,De Jonge,,"Daar waar de brief voor de eerste helft van 2024 is besteld, maak ik daar zelf maart van"
8 februari 2024,Staat van de Volkshuisvesting,De voorzitter,,Toe maar! Waar hebben we dat aan te danken
8 februari 2024,Staat van de Volkshuisvesting,De Jonge,,Het is ongelofelijk. Goed dat u dat even onderstreept ook. De motie op stuk nr. 1141
8 februari 2024,Staat van de Volkshuisvesting,De Hoop,GroenLinks-PvdA,"Ik zal het kort houden. Waarom kan de motie op stuk nr. 1139 niet overgenomen worden, vraag ik mij af"
8 februari 2024,Staat van de Volkshuisvesting,De Jonge,,"Ik heb de moties nu samengepakt. Ik dacht al dat sommige Kamerleden niet willen dat ik hun motie overneem; dan wordt die namelijk niet meer in stemming gebracht. Ik durf dat nooit te doen. Als het verzoek overnemen is, wil ik de motie op stuk nr. 1139 overnemen. Voor de motie op stuk nr. 1148 moet ik dan wel heel snel even bekijken of dat niet al te ruimhartig zou worden"
8 februari 2024,Staat van de Volkshuisvesting,De voorzitter,,Dan informeer ik even of het de wens is van de heer De Hoop om die motie te laten overnemen. Dat betekent dat we er niet over gaan stemmen
8 februari 2024,Staat van de Volkshuisvesting,De Hoop,GroenLinks-PvdA,"Ik wil gewoon dat het gebeurt. Als dat met overname kan, dan hoeven we daar echt niet over te stemmen"
8 februari 2024,Staat van de Volkshuisvesting,De Jonge,,Dit is nog eens nieuwe bestuurscultuur
8 februari 2024,Staat van de Volkshuisvesting,De voorzitter,,"Ja, dat gaat heel snel tegenwoordig. O, nee, de heer Madlener wil stemmen. Meneer De Hoop, dat betekent dat de motie gewoon in stemming wordt gebracht. De heer Madlener heeft uw feestje verpest"
8 februari 2024,Staat van de Volkshuisvesting,De Jonge,,We maken er zo wel een rondje van. De motie op stuk nr. 1139 kan worden overgenomen
8 februari 2024,Staat van de Volkshuisvesting,De voorzitter,,"Nee, die motie wordt niet overgenomen"
8 februari 2024,Staat van de Volkshuisvesting,De Jonge,,Niet overgenomen
8 februari 2024,Staat van de Volkshuisvesting,De voorzitter,,"Nee, de motie blijft staan met oordeel Kamer"
8 februari 2024,Staat van de Volkshuisvesting,De Jonge,,"Dan laat ik beide gewoon op oordeel Kamer staan. Hè, die nieuwe bestuursinstructie ... Het is zo wennen! Die oude was zo gek nog niet. Dan ga ik naar de motie op stuk nr. 1141. Die verzoekt de regering om extra middelen vrij te maken voor meer nieuwbouw van sociale woningen, juist ook in wijken met een laag aandeel sociale huur. Ik heb nog even gebladerd, maar ik heb vastgesteld dat aan die motie geen dekking vastzat. Meer middelen vrijmaken gaat niet. We hebben wel al de verhuurderheffing afgeschaft en dat heeft tot meer middelen geleid. Daardoor is er meer investeringsruimte.Het is zoals de heer Madlener zegt: laten we nou gewoon eens ervoor zorgen dat díe middelen uitgegeven worden. Daarvoor is locatie een veel groter probleem dan geld, in ieder geval op de kortere termijn. Dan kom ik bij de motie op stuk nr. 1142. Die verzoekt de regering om een pas op de plaats te maken met de verkoop van sociale huurwoningen door corporaties. Daar is men al terughoudend in, maar soms is het niet anders. Stadsvernieuwing moet gewoon mogelijk blijven. Ik ontraad deze motie dus"
8 februari 2024,Staat van de Volkshuisvesting,De voorzitter,,"De motie op stuk nr. 1141 was ook ontraden, hè"
8 februari 2024,Staat van de Volkshuisvesting,De Jonge,,"Zeker, en de motie op stuk nr. 1142 ook. Dan kom ik bij de motie op stuk nr. 1143. Ook daar gaat het weer om extra middelen. Ook daar is de motie weer niet gedekt. Ook daar geldt weer dat we in de nationale prestatieafspraken hebben afgesproken dat 200 miljoen per jaar hiervoor wordt vrijgemaakt en dat slechte labels worden uitgefaseerd. Dat gaat heel rap. Ook deze motie ontraad ik dus, maar het gebeurt tóch. Dat is het mooie. De motie op stuk nr. 1144 verzoekt de regering om het fundamentele ... Die gaat over de stop van verkoop, de stop van sloop en van vervangingsnieuwbouw; over de stop van alles ongeveer. Dat gaan we niet doen. Dat is echt in niemands belang. Deze motie ontraad ik ook. Dan de motie op stuk nr. 1145 van mevrouw Keijzer over de stallen, de ""Keijzerlijke"" stallen! Ik ga hier het oordeel aan de Kamer laten. Dat is niet omdat ik denk dat er op voorhand heel erg veel wetten gewijzigd moeten worden, maar omdat ik denk dat het goed is om in beeld te brengen wat nou eigenlijk wel en misschien ook niet mogelijk is en wat je wellicht aan mogelijkheden nog zou willen verruimen. Ik laat het oordeel hierbij dus graag aan de Kamer. Ik kom met een brief over hoe we daar invulling aan gaan geven"
8 februari 2024,Staat van de Volkshuisvesting,De voorzitter,,"De heer Madlener, kort. De motie heeft oordeel Kamer gekregen, hè? Dus let's go"
8 februari 2024,Staat van de Volkshuisvesting,Madlener,PVV,Heel kort. Ik wil graag vragen of er in de brief aandacht kan zijn voor de rol van met name de provincies. Ik hoor dat daar altijd heel veel moeilijkheden zijn
8 februari 2024,Staat van de Volkshuisvesting,De Jonge,,"Ja, in dit geval kan het bij beide bestuurslagen liggen, soms trouwens ook echt om een goede reden; dat kan ook. Er speelt geurhinder en daar heeft men naar te handelen. Dat kan niet anders. Je wil misschien ook niet overal nieuwe kleine gehuchtjes hebben. Dat kan niet anders. Het is wel een kwestie van goed ruimtelijk ordenen. Tegelijkertijd is er vaak meer mogelijk dan men denkt. Dus dat wil ik wel een keer goed uitwerken.Dan de motie op stuk nr. 1146. Die verzoekt de regering om op korte termijn afspraken te maken met corporaties over het aantrekkelijk maken van woningdelen en over concrete aantallen te splitsen en op te toppen woningen per jaar. Allereerst ben ik het er zeer, zeer, zeer mee eens dat we meer aandacht moeten richten op hoe de bestaande voorraad — dat zijn al 8 miljoen woningen — zou kunnen bijdragen aan het oplossen van het woningtekort. Daar ben ik het sowieso van harte mee eens. Twee: wij maken afspraken, op nationaal niveau in de nationale prestatieafspraken en lokaal in de prestatieafspraken tussen corporaties en gemeenten. Ik denk dat we die verantwoordelijkheidsverdeling zo moeten houden. Tegelijkertijd wil ik heel graag verdere belemmeringen wegnemen voor woningdelen. Daar doen we natuurlijk al veel aan met de hospitaverhuur. Ik wil heel graag verdere belemmeringen wegnemen voor het splitsen en dat meer stimuleren. Ik wil met een programmatische aanpak komen inzake het optoppen. Dat zeg ik mevrouw Welzijn graag toe. Als ik de motie zo mag uitleggen, laat ik het oordeel aan de Kamer"
8 februari 2024,Staat van de Volkshuisvesting,De voorzitter,,Mevrouw Welzijn knikt ja
8 februari 2024,Staat van de Volkshuisvesting,De Jonge,,Dan de motie op stuk nr. 1147. Die verzoekt de regering in beeld te brengen welke ontwikkelingen er zijn in de investeringsbereidheid van marktpartijen. Ik denk dat dat heel belangrijk is. Het lijkt soms alsof overheid en markt tegenover elkaar zouden staan. Dat is niet zo. Dat kunnen we ons ook helemaal niet veroorloven. De overheid kan niet zonder de marktpartijen en de marktpartijen niet zonder de overheid. We hebben dus de investeringsbereidheid overeind te houden als we die woningen willen bouwen. Hoe kunnen we dat het beste doen? Daarover gaat de brief die met deze motie wordt besteld. Dat laat ik graag op niet al te lange termijn aan uw Kamer weten. Ik denk dat u dat graag zou willen betrekken bij de betrekking van de Wet betaalbare huur. Dat kan ik me zomaar voorstellen
8 februari 2024,Staat van de Volkshuisvesting,De voorzitter,,Dus
8 februari 2024,Staat van de Volkshuisvesting,De Jonge,,"Oordeel Kamer. Of ik de motie niet wil overnemen, hoor ik de heer Paternotte vragen. Ik ben niet zo van het overnemen. Laat moties nou gewoon moties zijn van Kamerleden en stem daarover. Dat is juist mooi. Dan de motie op stuk nr. 1149. Die verzoekt de regering om meer oog te hebben voor de wensen van toekomstige bewoners. Daarna volgen allerlei behartenswaardige woorden. Wat ik het goede vind van deze motie en van de inbreng van de heer Madlener in de commissie, is de aandacht voor de kwaliteit van wat we bouwen. We hebben periodes gehad, niet zo heel lang geleden in de geschiedenis, waarin we onvoldoende aandacht hadden voor de kwaliteit. Daar hebben we nu nog steeds last van en daar hebben we nog heel lang last van. Daarom spreekt deze motie me wel aan. Ik zie 'm vooral als ondersteuning van het beleid, maar ik wil toch graag het oordeel aan de Kamer laten.Dan de motie op stuk nr. 1151. Die mag op de boekenlijst, gegeven de lengte. Overigens zou ik ook daarover het oordeel aan de Kamer willen laten, zij het dat we natuurlijk wel echt afspraken hebben gemaakt met Kronenburg om scenario's, ook groeiscenario's, uit te werken. Ik doe het wel graag langs de lijn van die afspraken, omdat het een broos bouwwerkje is met allerlei verschillende belangen. Tegelijkertijd zie ik dat u ook aanvullend wil kijken. Die mogelijkheid zit er ook in: als het dan op Kronenburg niet lukt, doe het dan daar in de regio, omdat er wel moet worden voorzien in voldoende studentenwoningen. Dat snap ik ook"
8 februari 2024,Staat van de Volkshuisvesting,De voorzitter,,"Kort, meneer Paternotte"
8 februari 2024,Staat van de Volkshuisvesting,Paternotte,D66,"Dit boekwerk laat alle redenen zien waarom daar veel meer gebouwd kan worden. Ik heb het in de commissie natuurlijk al geprobeerd, maar kan de minister nog één poging doen om antwoord te geven op de vraag: waarom kunnen daar niet meer dan die 436 woningen gebouwd worden, terwijl eigenlijk iedereen het wil"
8 februari 2024,Staat van de Volkshuisvesting,De Jonge,,"Dat kan wel, maar dan gaat de voorzitter ingrijpen, want wat we zouden doen, is een nogal lang verhaal. Ik heb in de commissievergadering ook toegezegd dat ik u in een volgende fase nader informeer, en na deze aanmoediging zal ik dat al helemaal gaan doen. Daarin zal ik ook goed uitwerken met welke belangen we allemaal rekening hebben te houden en waarom de fasering die we hebben aangebracht, echt de meest verstandige weg is"
8 februari 2024,Staat van de Volkshuisvesting,De voorzitter,,Dat is ook toegezegd in het debat. Tot zover. Ik dank de minister voor zijn aanwezigheid. De beraadslaging wordt gesloten
8 februari 2024,Staat van de Volkshuisvesting,De voorzitter,,Dinsdag stemmen we over de moties. De vergadering wordt van 13.07 uur tot 13.37 uur geschorst.
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Van der Plas,BBB,"Dank u wel, voorzitter. We weten allemaal dat er boerenprotesten in heel Europa zijn. Die zijn ook aan het verhevigen. Nou heeft de Europese Commissie een knieval gemaakt — zo schrijft De Telegraaf dat dan op — wat betreft de groene regel die voorschrijft dat 4% van het akkerland braak moet liggen. Dat gebeurde kennelijk na een interventie van president Macron van de Franse regering. Ik wil graag vragen of de minister daar tijdens dit debat misschien nog een schriftelijke reactie op kan geven. Het mag ook een mondelinge reactie zijn, als hij daaraan toe is. Dat zou helemaal mooi zijn. Wat betekent dit op dit moment voor onze boeren? Ik zou ook graag willen weten wat de inzet van de Nederlandse regering is bij de Europese Commissie wat betreft deze regel. We hebben natuurlijk ook al een motie ingediend voor het versoepelen van regels, maar ik zou van de minister graag een reactie willen over specifiek deze regel"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,"We geleiden dit verzoek natuurlijk officieel nog even door naar het ministerie, maar de minister zit erbij, dus die zal er mogelijk op ingaan bij de beantwoording. Ik heet beide bewindslieden trouwens van harte welkom. Dat had ik volgens mij nog niet gedaan. Gisteren hebben Kamerleden een dag lang vragen gesteld. Ik zou de bewindslieden dan ook de kans willen geven om hun inlei-dingen gewoon te kunnen houden. Daarna gaan ze waarschijnlijk bloksgewijs antwoorden en kunt u interrupties plaatsen. De algemene beraadslaging wordt hervat"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,"Het woord is als eerste aan de minister van Landbouw, Natuur en Voedselkwaliteit. Gaat uw gang"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Dank u wel, meneer de voorzitter. Voordat ik met mijn inleiding start, geef ik een reactie op de vraag van mevrouw Van der Plas. Wat mij betreft kom ik daar straks in de beantwoording even mondeling op terug. Dan is er duidelijkheid. Dat bespaart dan ook weer tijd wat betreft het schrijven van brieven. Geachte Kamerleden. We hebben gisteren een goed debat gezien: een inhoudelijk debat, een debat op waarden en een debat waarin visies voorbijkwamen. Dat was goed. In het bijzonder ben ik ook wel getroffen en misschien zelfs wel geraakt door de maidenspeeches van de leden Pierik en Kostić. Het waren indrukwekkende verhalen die soms ook dicht bij mij komen. Een à twee weken geleden waren wij met een delegatie op de Grüne Woche. Afgezien van het feit dat het goed is om met elkaar in de trein naar Berlijn te reizen en gesprekken te voeren over de toekomst van de landbouw en alles wat ons daarbij bezighoudt, heb ik daar op zaterdag ook de GFFA bezocht. Dat is een internationale conferentie die elk jaar door Duitsland tijdens de Grüne Woche georganiseerd wordt. Die ging over voedselzekerheid. Als je wilt ervaren wat het belang van de Nederlandse landbouw en de Nederlandse landbouwkennis in de wereld is, dan raad ik zo'n conferentie aan. Er waren 70 ministers van Landbouw van over de hele wereld aanwezig. Iedereen wilde met mij het gesprek voeren over onze kennis, over ons uitgangsmateriaal en over hoe wij met verduurzaming omgaan en wat dat voor hun land zou kunnen betekenen. Dan merk je hoe belangrijk de internationale positie van de Nederlandse landbouw is. Van Uruguay tot Kazachstan, van Zuid-Sudan tot Brazilië en Taiwan; iedereen van over de hele wereld wilde het gesprek met mij aangaan. Dat ging over maar één ding: ""Kunnen wij komen tot kennisuitwisseling? Kunnen wij komen tot programma's waarin bijvoorbeeld de Wageningen Universiteit een samenwerking met ons aangaat? We hebben jullie kennis namelijk zo hard nodig."" Dat is de positie van Nederland als gidsland op het gebied van landbouw in de wereld. Ik kan vertellen dat je daar best van onder de indruk raakt als je daar rondloopt. Maar je bent ook wel trots: trots op onze agrarische sector, op de kennis in onze agrarische sector en op het innovatievermogen in de agrarische sector. Je bent dan ook trots op iets wat gisteren al voorbijgekomen is en waar we straks ook weer op terugkomen, namelijk onze positie in de internationale voedselvoorziening, voedselzekerheid; sommigen vinden het belangrijk om dat niet te vergeten. Denk ook aan het uitgangsmateriaal dat de hele wereld overgaat. Dat is onze landbouw internationaal. Daar mogen we best trots op zijn. Onze boeren, tuinders en akkerbouwers mogen datook best van ons horen. Want we hebben een stevige agrarische sector en sterke landbouw, maar we lopen in Nederland ook tegen grenzen aan. De ecologische druk neemt toe en is doorgeschoten. We zullen dus ook toe moeten naar een verduurzaming van de agrarische sector. Daarbij zijn boeren niet het probleem, maar ook de oplossing. Onze boeren zijn in staat om ons natuur en een versterking van de biodiversiteit te leveren en wíllen ook verduurzamen. Maar als wij alle problemen serieus nemen, dan heeft dat wel consequenties voor de agrarische sector als het gaat om de uitstoot, de omvang. De maatregelen die nodig zijn, zullen ook leiden tot een kleinere agrarische sector. Ik heb daar gisteren ook een heel betoog over gehoord van de heer Holman. Dat was goed. Toch zijn het ook hele onzekere tijden voor onze boeren en vissers; in het blokje vissers kom ik nog terug op de vissers. Het zijn dus onzekere tijden voor onze boeren. Ze vragen soms wanhopig ""is er nog toekomst voor ons in Nederland?"" en ""mogen we er nog zijn in Nederland?"" Vanuit dat perspectief vind ik het wel van belang om te zeggen dat er perspectief is voor de agrarische sector in Nederland, ook al moet er veel gebeuren en zijn de opgaven groot. Wat mij in dat verband heel bijzonder raakt, zijn mijn contacten van de afgelopen weken met de biologische sector. Ik heb Mieke Mul op een bijeenkomst van LNV horen vertellen over haar ideeën en zorgen over de landbouw in Nederland. Mieke Mul, een biologische boer, doet veel aan weidevogelbeheer en groene natuur. Ze is ook gecertificeerd biologisch. Die zegt: wij hebben de tickets voor een eventuele emigratie al klaarliggen. Ik ben daar vorige week geweest. Ik heb daar het gesprek over gevoerd. Blijkbaar doen we toch iets niet goed, want het kan toch niet waar zijn dat zelfs dit soort bedrijven overweegt te emigreren? Ze vertelde me dat naar aanleiding van alle acties op social media heel veel boeren zich bij hen gemeld hebben. Dat zijn biologische boeren die allemaal overwegen om te emigreren. Ik heb ze toegezegd dat ik het gesprek aanga, ook met die grote groepen. Toen ik aantrad als minister heb ik gezegd dat boeren duidelijkheid, zekerheid en rust nodig hebben. Het spijt mij ongelofelijk dat die duidelijkheid, zekerheid en rust op dit moment nog niet gegeven kunnen worden. We hebben vorig jaar lang met elkaar gesproken om dat perspectief wel te bieden, zoals u weet. Helaas is door de val van het kabinet de pas om daar ook daadwerkelijk mee aan de slag te gaan, afgesneden. Dat spijt mij ongelofelijk. Want de missie waarvoor ik hier gekomen ben, kan ik op die manier niet afmaken. Aan de andere kant gaat Europa door. Europa is niet demissionair. Tal van grote onderwerpen worden op de Europese agenda besproken. Dat betekent dat we wel doorgaan waar het kan, zoals met het verduurzamen van de keten. Op de overlegtafel verduurzaming landbouw spreken we nog steeds met elkaar om te bekijken hoe we tot een verduurzaming kunnen komen die ook een verdienmodel voor de boeren oplevert. Er wordt gewerkt aan doelsturing. We hebben het actieprogramma biologisch zwaar geïntensiveerd en dat gaan we ook de komende jaren zwaar intensiveren; we komen daar straks op terug. Ik denk ook aan de regeling jonge boeren. Ik denk aan onze inzet op RENURE, het recyclen van mest in Europa. Ik denk aan de nieuwe genomische technieken, die grote kansen biedenvoor de sector. Maar ik denk ook, speciaal door de heer Graus, aan dierwaardigheid. De heer Graus vond dat een ethische discussie. Dat ís ook een ethische discussie. Ik vind ook dat dierwaardigheid en een sterke verbetering van de dierwaardigheid onveranderde onderdelen van het landbouwbeleid horen te zijn, en dat duurzame landbouw ook een dierwaardige landbouw hoort te zijn. Tegelijkertijd zorgt Europese regelgeving ervoor dat we af en toe klem zitten, dat onze boeren klem zitten. Vandaar dat ik het belangrijk vind dat we op Europees niveau kijken of we tot meer flexibiliteit kunnen komen. We moeten niet de doelen ter discussie stellen. Die blijven we hanteren. Daar blijven we achter staan, want die doelen zijn noodzakelijk. Het gaat om de manier waarop we die doelen willen bereiken, met het vakmanschap van de boeren en met oog voor de diversiteit van de verschillende lidstaten in Europa, waarbij Nederland weer een ander land is dan Spanje, dat weer een ander land is dan Italië of Duitsland. De flexibiliteit om het op een manier te doen die past bij de aard en structuur van het land, hebben wij nodig"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,"Een ogenblik. Ik had van tevoren gezegd dat ik de minister graag even de inleiding wilde laten afmaken. Dus als u even wacht tot dat moment, dan geef ik u het woord, mevrouw Bromet. De minister vervolgt even de inleiding van zijn betoog"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Dank u wel, meneer de voorzitter. Ik ben buitengewoon gemotiveerd om ook de komende periode aan de slag te blijven en me maximaal in te zetten om te kijken hoe we op Europees niveau stappen kunnen zetten die passen bij onze ambities. Ondertussen zien we dat er in de agrarische sector heel grote zorgen zijn over de mestmarkt. De problemen zijn acuut. Dat betekent dat ook die problemen niet kunnen wachten op oplossingen. Het pijnlijke aan wat er op dit moment gebeurt in de agrarische sector, is dat hele mooie grondgeboden rundveehouderijen, die we zo graag zien in Nederland, het door een overspannen mestmarkt ongelofelijk zwaar aan het krijgen zijn. Dat doet me wel pijn. Ik spreek met heel veel mensen en dan is altijd de boodschap dat ze dat type bedrijven zo graag zien in Nederland. We moeten alles op alles zetten om dat type bedrijven voor Nederland te bewaren. Dat moet op een duurzame manier, vanzelfsprekend. Het zijn vaak bedrijven die al redelijk geëxtensiveerd zijn, soms zelfs behoorlijk geëxtensiveerd. Ik noemde al even de bioboeren. Die lopen tegen dezelfde problemen aan. We zullen echt stappen moeten zetten om de agrarische sector daarin te ondersteunen en tot goede oplossingen te komen. Ik doe dat heel graag met een team medewerkers op het ministerie die allemaal hoogopgeleid zijn, die vaak aan de Wageningen Universiteit gestudeerd hebben, die op een zeer betrokken en loyale manier mij ondersteunen en onze boeren willen ondersteunen in de transitie die ze moeten maken. Heel veel kennis heerst er op het ministerie. Ik zou niet weten wat ik zonder deze medewerkers zou moeten beginnen. Suggesties als zou die kennis er niet zijn op het ministerie, als zouden de medewerkers op het ministerie die kennis niet hebben, werp ik dan ook verre van me. Ik sta vierkant achter de mensen. Ik ben er trots op.En ja, de opgaven zijn zwaar voor de agrarische sector. De opgaven zijn ook zwaar voor de mensen op ons ministerie. Het is niet altijd makkelijk om te werken op het ministerie van Landbouw, want je komt vaak oog in oog te staan met die boer, met die visser. En ja, het blijft mensenwerk. Fouten kunnen gemaakt worden en soms kan het beter. Onze medewerkers zijn de eersten om dat te erkennen, maar ze zijn vol passie en vuur, en met heel veel kennis bezig om ons en de agrarische sector te ondersteunen, en met elkaar de weg van verduurzaming van de agrarische sector te gaan. Dat even als inleiding, meneer de voorzitter. Ik heb Europa al genoemd; laat ik dan ook direct even de vraag van mevrouw Van der Plas over de 4%-regeling beantwoorden. Dat gaat over de braaklegregeling. Daarop is de afgelopen jaren derogatie geweest gezien de situatie in Oekraïne. Frankrijk heeft in het Landbouw- en Visserijdebat — dat was ergens in oktober, denk ik — gevraagd om die weer te verlengen. Wij hebben daarvan toen gezegd dat we dat in principe graag steunen, maar dat we zaken wel op tijd moeten kunnen verwerken in de systemen, bijvoorbeeld bij de RVO. Dat blijft nu nog steeds een grote hobbel. Als het voorstel van de Commissie bij de Landbouw- en Visserijraad voorbijkomt — dat gebeurt de eerstvolgende keer, verwacht ik — zullen wij dit ook steunen, maar we moeten wel bekijken hoe we dit ook op een goede manier voor onze boeren kunnen regelen"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Bromet,GroenLinks-PvdA,"Soms als ik naar deze minister luister, denk ik: het lijkt wel een commentator van een politiek debat. Hij heeft namelijk altijd heel veel mensen gesproken en neemt altijd heel veel zorgen mee, maar wat er nou precies gebeurt — dat kan je doen als je minister bent — blijft mij altijd een beetje onduidelijk. Ik wil even focussen op de biologische boeren. Het is waar dat de Kamer al helemaal aan het begin van de manifestatie van de stikstofproblematiek heeft gezegd: ook al zitten ze in de buurt van natuurgebieden, de boeren die het heel erg goed doen, moeten op de een of andere manier een speciale behandeling krijgen, want het zou echt het kind met het badwater weggooien zijn als je nu de boeren die het al heel goed doen en die vaak in de buurt van Natura 2000-gebieden zitten, als eersten wegstuurt. We hebben met name ook de biologische boeren genoemd. De kritiek van mevrouw Mul is ook dat zij aan dezelfde regels moet voldoen als alle andere boeren in Nederland. Wat heeft de minister nou gedaan voor biologische boeren in de buurt van Natura 2000-gebieden? De hele Kamer heeft daarom gevraagd"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Ten eerste kunnen biologische boeren, ook in de omgeving van Natura 2000-gebieden, toch piekbelaster zijn. Het is niet zo eenvoudig om biologische boeren uitzonderingsposities te geven. Kijk, wij proberen natuurlijk die biologische markt te stimuleren. Wij proberen bij de certificering van de biologische bedrijven ook extra ruimte te creëren voor de kleinere biologische boeren. Daar kom ik straks wel op terug. Maar het is niet eenvoudig. Ik begrijp de zorgen van mevrouw Mul dus. Ik begrijp ook de zorgen van mevrouw Bromet. Maar we hebben te maken met generieke wetgeving, ook Europese generieke maatregelen. Daarom heb ik ook gezegd dat je per land beter zou moeten bekijken hoe je enige flexibiliteit in de regelgeving kunt bouwen. Datwillen we ook bij Europa bepleiten om ervoor te zorgen dat we hierin ook meer kunnen differentiëren"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Bromet,GroenLinks-PvdA,"Nee, Nederland is zelf verantwoordelijk voor het stikstofbeleid. Dat iemand een piekbelaster is, komt doordat wij een beleid hebben ingericht waardoor sommige bedrijven piekbelaster zijn geworden. Het is generiek beleid, waar deze boeren, die we zo hard nodig hebben, nou juist slachtoffer van worden. Dat is ook mijn vraag aan de minister. Wat heeft de minister nou gedaan om een uitzondering voor deze boeren te maken? Nou, niets, want er is gewoon een lijst gemaakt van piekbelasters en daar valt iedereen onder. Die motie heeft de minister dus gewoon naast zich neergelegd"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Ja, zeker. Nee, kijk: uiteindelijk kunnen biologische bedrijven onder de piekbelastersregeling vallen. Maar u weet dat de piekbelastersregeling een vrijwillige regeling is. Men kan er ook voor kiezen om niet aan die regeling mee te doen. Het is dus niet zo dat wij biologische boeren dwingen om de bedrijfsvoering te stoppen. Overigens gaat het bij de familie Mul niet om het feit dat zij piekbelaster zijn, maar gewoon om algemene zorgen. Ik kan u verzekeren dat bijvoorbeeld de mestproblematiek die we op dit moment meemaken, ook voor biologische bedrijven ingrijpend is. Dat zijn generieke maatregelen. Met betrekking tot het actieplan en het maatregelenpakket zijn we nu ook met de sectoren in gesprek om te bekijken hoe je die druk op de mestmarkt kunt wegnemen. Ik wil daarbij ook specifiek naar deze sector kijken"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,"Ik heb gisteren gezegd, en ik zeg het nog even, dat vandaag acht vragen per fractie de norm is"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Van der Plas,BBB,"We hebben het hier nu specifiek over biologische boeren. Elke boer en voedselproducent in Nederland is mij even lief, maar hier gaat wel weer wat mis. Dat zeg ik met alle respect voor mevrouw Mul en alle andere biologische boeren, die ook heel veel zorgen en ellende hebben aan de keukentafel en die ik ook heel goed snap. Ik hoor de minister zeggen: dit soort boeren gaat emigreren. Daar gaat het steeds mis. Hier hadden we het gisteren ook over, toen we spraken over kapotmaken. De minister kan deze woorden misschien niet zo bedoelen, maar ze komen thuis wel aan. Als je zegt ""dit soort boeren gaat weg"", dan diskwalificeer je andere boeren. De minister weet ook dat die al decennialang bezig zijn met verduurzamen en dat ze allerlei toeren uithalen om het nog beter te doen. Zelfs als het niet eens van de wet hoeft, nemen ze alsnog maatregelen om het nog duurzamer te doen. Ik kan de minister vertellen dat er honderden boeren in de afgelopen jaren zijn geëmigreerd. Ik ken een visserijfamilie. Die heet toevallig ook Van der Plas, maar het is geen familie"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,Wilt u wel een vraag stellen? De interrupties moeten echt wat korter
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Van der Plas,BBB,"Ja. Die familie is nota bene bijna naar de poolcirkel geëmigreerd, naar een mini-eilandje bij Noorwegen, omdat ze daar hun passie kunnen uitvoeren: de visserij. Mensen verhuizen bijna naar de Noordpool om hier weg te zijn. Ik wil de minister vragen om zijn woorden zorgvuldig te kiezen en om niet te zeggen ""dit soort boeren gaat weg"", alsof die anderen er niet toe doen"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,Uw punt is helder
